myadd píng 瓶
678B fāng 枋
6790 xī 析
6791 hù 枑
6792 yā 枒
6793 dǒu 枓
6795 zhěn 枕
6797 lín 林
6798 ruì 枘
679A méi 枚
679C guǒ 果
679D zhī 枝
679E cōng,zōng 枞
67A2 shū 枢
67A3 zǎo 枣
67A5 lì 枥
67A7 jiǎn 枧
67A8 chéng 枨
67AA qiāng 枪
67AB fēng 枫
67AD xiāo 枭
67AF kū 枯
67B0 píng 枰
67B1 tái 枱
67B2 xǐ 枲
67B3 zhǐ 枳
67B5 xiāo 枵
67B6 jià 架
67B7 jiā 枷
67B8 gōu,gǒu,jǔ 枸
67B9 bāo,fú 枹
67BB yì 枻
67C1 duò,tuó 柁
67C4 bǐng 柄
67C8 bàn 柈
67CE fū 柎
67CF bǎi,bó,bò 柏
67D0 mǒu 某
67D1 gān 柑
67D2 qī 柒
67D3 rǎn 染
67D4 róu 柔
67D8 zhè 柘
67D9 xiá 柙
67DA yóu,yòu 柚
67DC guì,jǔ 柜
67DD tuò 柝
67DE zhà,zuò 柞
67DF nán 柟
67E0 níng 柠
67E2 dǐ 柢
67E5 chá,zhā 查
67E9 jiù 柩
67EC jiǎn 柬
67EE duò 柮
67EF kē 柯
67F0 nài 柰
67F1 zhù 柱
67F3 liǔ 柳
67F4 chái 柴
67F5 shān,zhà 柵
67F7 chù 柷
67F9 shì 柹
67FA guǎi 柺
67FB zhā 査
67FD chēng 柽
67FF shì 柿
6800 zhī 栀
6805 shān,zhà 栅
6807 biāo 标
6808 zhàn 栈
6809 zhì 栉
680A lóng 栊
680B dòng 栋
680C lú 栌
680E lì,yuè 栎
680F lán 栏
6811 shù 树
6812 xún 栒
6813 shuān 栓
6814 qì 栔
6816 qī,xī 栖
6817 lì 栗
681D guā,kuò 栝
681E kān 栞
681F bēn,bīng 栟
6821 jiào,xiào 校
6822 bǎi 栢
6827 yì 栧
6829 xǔ 栩
682A zhū 株
6831 gǒng 栱
6832 kǎo 栲
6833 lǎo 栳
6837 yàng 样
6838 hé,hú 核
6839 gēn 根
683B shì 栻
683C gē,gé 格
683D zāi 栽
683E luán 栾
683F fú 栿
6840 jié 桀
6841 héng 桁
6842 guì 桂
6843 táo 桃
6844 guāng,guàng 桄
6845 wéi 桅
6846 kuāng,kuàng 框
6848 àn 案
6849 ān 桉
684A juàn 桊
684C zhuō 桌
684E zhì 桎
6850 tóng 桐
6851 sāng 桑
6853 huán 桓
6854 jié,jú 桔
6855 jiù 桕
685A zǎn 桚
6860 yā 桠
6861 ráo 桡
6862 zhēn 桢
6863 dàng 档
6864 qī 桤
6865 qiáo 桥
6866 huà 桦
6867 guì,huì 桧
6868 jiǎng 桨
6869 zhuāng 桩
686B suō 桫
686E bēi 桮
686F tīng 桯
6872 po 桲
6874 fú 桴
6876 tǒng 桶
6877 jué 桷
6879 láng 桹
687C qī 桼
687F gǎn 桿
6881 liáng 梁
6883 tǐng,tìng 梃
6885 méi 梅
6886 bāng 梆
688F gù 梏
6890 bì 梐
6893 zǐ 梓
6894 zhī 梔
6896 bèi 梖
6897 gěng 梗
689C jiā 梜
689D tiáo 條
689F xiāo 梟
68A2 sào,shāo 梢
68A6 mèng 梦
68A7 wú 梧
68A8 lí 梨
68A9 lí 梩
68AD suō 梭
68AE jū 梮
68AF tī 梯
68B0 xiè 械
68B3 shū 梳
68B5 fàn 梵
68B9 bīn,bīng 梹
68BC táo 梼
68BD zhì 梽
68BE lái 梾
68BF lián 梿
68C0 jiǎn 检
68C1 zhuō 棁
68C2 líng 棂
68C3 lí 棃
68C4 qì 棄
68C9 mián 棉
68CA qí 棊
68CB qí 棋
68CD gùn 棍
68D0 fěi 棐
68D1 pái 棑
68D2 bàng 棒
68D3 bàng,bèi 棓
68D5 zōng 棕
68D6 chéng 棖
68D7 zǎo 棗
68D8 jí 棘
68DA péng 棚
68DF dòng 棟
68E0 táng 棠
68E1 gāng 棡
68E3 dì 棣
68E7 zhàn 棧
68E8 qǐ 棨
68EA yǎn 棪
68EB yù 棫
68EC quān 棬
68EE sēn 森
68F0 chuí 棰
68F1 lēng,léng,líng 棱
68F2 qī 棲
68F5 kē 棵
68F6 lái 棶
68F9 zhào 棹
68FA guān 棺
68FB fēn 棻
68FC fén 棼
68FD shēn 棽
6900 wǎn 椀
6901 guǒ 椁
6905 yī,yǐ 椅
6909 chéng,shèng 椉
690B liáng 椋
690D zhí 植
690E chuí,zhuī 椎
690F yā 椏
6910 jū 椐
6911 bēi,pí 椑
6912 jiāo 椒
6913 zhuó 椓
6917 dìng 椗
691F dú 椟
6920 qiàn 椠
6924 luó 椤
6925 zhī 椥
692A pèng 椪
692D tuǒ 椭
6930 yē 椰
6933 wēi 椳
6934 duàn 椴
6936 zōng 椶
6938 yí 椸
6939 shèn,zhēn 椹
693D chuán 椽
693E jiān 椾
693F chūn 椿
6942 chá,zhā 楂
694A yáng 楊
6954 xiē 楔
6957 jiàn 楗
695A chǔ 楚
695B hù,kǔ 楛
695D liàn 楝
695E léng 楞
6960 nán 楠
6963 méi 楣
6965 xuàn 楥
6966 xuàn 楦
6969 pián 楩
696B jí 楫
696C jié 楬
696D yè 業
696E chǔ 楮
696F dùn,shǔn 楯
6973 méi 楳
6975 jí 極
6977 jiē,kǎi 楷
6978 qiū 楸
6979 yíng 楹
697C lóu 楼
6980 pǐn 榀
6982 gài 概
6983 tán 榃
6984 lǎn 榄
6985 wēn 榅
6986 yú 榆
6987 chèn 榇
6988 lǘ 榈
6989 jǔ 榉
6991 fú 榑
6994 láng 榔
6995 róng 榕
6996 gǔ 榖
6998 jǔ 榘
699B zhēn 榛
699C bǎng,bàng,péng 榜
69A4 jié 榤
69A5 huàng 榥
69A6 gàn 榦
69A7 fěi 榧
69A8 zhà 榨
69AB sǔn 榫
69AD xiè 榭
69AE róng 榮
69B0 zhī 榰
69B1 cuī 榱
69B4 liú 榴
69B7 què 榷
69BB tà 榻
69BC kē 榼
69BE gǔ 榾
69BF qī 榿
69C0 gǎo 槀
69C1 gǎo 槁
69C3 pán 槃
69CA shuò 槊
69CB gòu 構
69CC chuí 槌
69CD qiāng 槍
69CE chá 槎
69D0 huái 槐
69D1 méi 槑
69D3 gàng 槓
69D4 gāo 槔
69D6 tuó 槖
69DB jiàn,kǎn 槛
69DC zuì 槜
69DF bīn,bīng 槟
69E0 zhū 槠
69E5 huì 槥
69E8 guǒ 槨
69ED qī 槭
69F2 hú 槲
69F3 jiǎng 槳
69F7 niè 槷
69FA kāng 槺
69FC guī 槼
69FD cáo 槽
69FE màn 槾
69FF jǐn 槿
6A00 dī 樀
6A01 zhuāng 樁
6A02 lè,yuè 樂
6A05 cōng,zōng 樅
6A0A fán 樊
6A11 liáng 樑
6A13 lóu 樓
6A17 chū 樗
6A18 táng 樘
6A19 biāo 標
6A1B jiū 樛
6A1D zhā 樝
6A1E shū 樞
6A1F zhāng 樟
6A21 mó,mú 模
6A23 yàng 樣
6A28 xī 樨
6A2A héng,hèng 横
6A2F qiáng 樯
6A31 yīng 樱
6A35 qiáo 樵
6A37 cóng 樷
6A39 shù 樹
6A3A huà 樺
6A3D zūn 樽
6A3E yuè 樾
6A44 gǎn 橄
6A47 qiāo 橇
6A48 ráo 橈
6A4B qiáo 橋
6A50 tuó 橐
6A58 jú 橘
6A59 chén,chéng 橙
6A5B jué 橛
6A5C jué 橜
6A5F jī 機
6A61 xiàng 橡
6A62 tuǒ 橢
6A64 ruǐ 橤
6A65 zhū 橥
6A66 tóng 橦
6A70 gāo 橰
6A71 chú 橱
6A79 lǔ 橹
6A7C yuán 橼
6A80 tán 檀
6A81 lǐn 檁
6A83 yǐn 檃
6A84 xí 檄
6A87 zuì 檇
6A89 chēng 檉
6A8E qín 檎
6A90 yán 檐
6A91 léi 檑
6A94 dàng 檔
6A97 bò 檗
6A9B zhuā 檛
6A9C guì,huì 檜
6A9F jiǎ 檟
6AA0 qíng 檠
6AA2 jiǎn 檢
6AA3 qiáng 檣
6AA5 yǐ 檥
6AA9 lǐn 檩
6AAB chá 檫
6AAC méng 檬
6AAE táo 檮
6AAF tái 檯
6AB3 bīn,bīng 檳
6AB5 jì 檵
6AB8 níng 檸
6ABB jiàn,kǎn 檻
6ABE qǐng 檾
6AC2 zhào 櫂
6AC3 guì 櫃
6AC6 kuí 櫆
6AC8 dèng 櫈
6ADB zhì 櫛
6ADC gāo 櫜
6ADD dú 櫝
6ADF lì,yuè 櫟
6AE5 chú 櫥
6AE8 lú 櫨
6AEA lì 櫪
6AEB zhū 櫫
6AEC chèn 櫬
6AF3 lóng 櫳
6AF8 jǔ 櫸
6AFA líng 櫺
6AFC jiān 櫼
6AFD yǐn 櫽
6B02 bó 欂
6B04 lán 欄
6B0A quán 權
6B0B qú 欋
6B0F luó 欏
6B11 cuán 欑
6B12 luán 欒
6B16 lǎn 欖
6B19 léi 欙
6B1B bà 欛
6B1E líng 欞
6B20 qiàn 欠
6B21 cì 次
6B22 huān 欢
6B23 xīn 欣
6B24 yú 欤
6B27 ōu 欧
6B2C kài 欬
6B31 hē 欱
6B32 yù 欲
6B35 kuǎn 欵
6B37 xī 欷
6B38 āi,ǎi,ēi,éi,ěi,èi 欸
6B3A qī 欺
6B3B chuā,xū 欻
6B3E kuǎn 款
6B3F kǎn 欿
6B43 shà 歃
6B45 yīn 歅
6B46 xīn 歆
6B47 xiē 歇
6B48 yú 歈
6B49 qiàn 歉
6B4C gē 歌
6B4E tàn 歎
6B50 ōu 歐
6B54 xū 歔
6B57 xiào 歗
6B58 chuā,xū 歘
6B59 shè,xī 歙
6B5C chù 歜
6B5F yú 歟
6B60 chuò 歠
6B61 huān 歡
6B62 zhǐ 止
6B63 zhēng,zhèng 正
6B64 cǐ 此
6B65 bù 步
6B66 wǔ 武
6B67 qí 歧
6B6A wāi 歪
6B73 suì 歳
6B77 lì 歷
6B78 guī 歸
6B79 dǎi 歹
6B7B sǐ 死
6B7C jiān 歼
6B80 yāo 殀
6B81 mò 殁
6B82 cú 殂
6B83 yāng 殃
6B84 tiǎn 殄
6B86 dài 殆
6B87 shāng 殇
6B89 xùn 殉
6B8A shū 殊
6B8B cán 残
6B8D piǎo 殍
6B92 yǔn 殒
6B93 liàn 殓
6B96 shi,zhí 殖
6B98 cán 殘
6B9A dān 殚
6B9B jí 殛
6BA0 chòu 殠
6BA1 bìn 殡
6BA3 jìn 殣
6BA4 shāng 殤
6BA8 huì 殨
6BAA yì 殪
6BAB dān 殫
6BAD jiāng 殭
6BAE liàn 殮
6BAF bìn 殯
6BB2 jiān 殲
6BB3 shū 殳
6BB4 ōu 殴
6BB5 duàn 段
6BB7 yān,yīn,yǐn 殷
6BBA shā 殺
6BBB qiào 殻
6BBC ké 殼
6BBD xiáo 殽
6BBF diàn 殿
6BC1 huǐ 毁
6BC2 gū,gǔ 毂
6BC5 yì 毅
6BC6 ōu 毆
6BC9 yī 毉
6BCB wú 毋
6BCC guàn 毌
6BCD mǔ 母
6BCF měi 每
6BD0 ǎi 毐
6BD1 jiě 毑
6BD2 dú 毒
6BD3 yù 毓
6BD4 bǐ 比
6BD5 bì 毕
6BD6 bì 毖
6BD7 pí 毗
6BD8 pí 毘
6BD9 bì 毙
6BDB máo 毛
6BE1 zhān 毡
6BE8 xiǎn 毨
6BEA mú 毪
6BEB háo 毫
6BEC qiú 毬
6BEF tǎn 毯
6BF0 péi 毰
6BF3 cuì 毳
6BF5 sān 毵
6BF7 mào 毷
6BF8 sāi 毸
6BF9 shū 毹
6BFD jiàn 毽
6BFF sān 毿
6C02 máo 氂
6C04 rǒng 氄
6C05 chǎng 氅
6C06 pǔ 氆
6C07 lu 氇
6C08 zhān 氈
6C09 sào 氉
6C0A zhān 氊
6C0D qú 氍
6C0F shì,zhī 氏
6C10 dī,dǐ 氐
6C11 mín 民
6C13 máng,méng 氓
6C14 qì 气
6C15 piē 氕
6C16 nǎi 氖
6C18 dāo 氘
6C19 xiān 氙
6C1A chuān 氚
6C1B fēn 氛
6C1F fú 氟
6C21 dōng 氡
6C22 qīng 氢
6C23 qì 氣
6C24 yīn 氤
6C26 hài 氦
6C27 yǎng 氧
6C28 ān 氨
6C29 yà 氩
6C2A kè 氪
6C2B qīng 氫
6C2C yà 氬
6C2E dàn 氮
6C2F lǜ 氯
6C30 qíng 氰
6C32 yūn 氲
6C34 shuǐ 水
6C37 bīng 氷
6C38 yǒng 永
6C39 dàng 氹
6C3D tǔn 氽
6C3E fán,fàn 氾
6C3F guǐ,jiǔ 氿
6C40 tīng 汀
6C41 zhī 汁
6C42 qiú 求
6C46 cuān 汆
6C47 huì 汇
6C48 diāo 汈
6C49 hàn 汉
6C4A chà 汊
6C4D wán 汍
6C4E fàn 汎
6C4F dà 汏
6C50 xī 汐
6C54 qì 汔
6C55 shàn 汕
6C57 hán,hàn 汗
6C59 wū 汙
6C5A wū 汚
6C5B xùn 汛
6C5C sì 汜
6C5D rǔ 汝
6C5E gǒng 汞
6C5F jiāng 江
6C60 chí 池
6C61 wū 污
6C64 shāng,tāng 汤
6C67 qiān 汧
6C68 mì 汨
6C69 gǔ 汩
6C6A wāng 汪
6C6B jǐng 汫
6C6D ruì 汭
6C70 tài 汰
6C72 jī 汲
6C74 biàn 汴
6C76 wèn 汶
6C79 xiōng 汹
6C7A jué 決
6C7D qì 汽
6C7E fén 汾
6C81 qìn 沁
6C82 yí 沂
6C83 wò 沃
6C84 yún 沄
6C85 yuán 沅
6C86 hàng 沆
6C88 chén,shěn 沈
6C89 chén 沉
6C8C dùn,zhuàn 沌
6C8D hù 沍
6C8F qī 沏
6C90 mù 沐
6C93 dá,tà 沓
6C94 miǎn 沔
6C96 chōng 沖
6C98 bǐ 沘
6C99 shā,shà 沙
6C9A zhǐ 沚
6C9B pèi 沛
6C9F gōu 沟
6CA1 méi,mò 没
6CA3 fēng 沣
6CA4 ōu,òu 沤
6CA5 lì 沥
6CA6 lún 沦
6CA7 cāng 沧
6CA8 fēng 沨
6CA9 wéi 沩
6CAA hù 沪
6CAB mò 沫
6CAC mèi 沬
6CAD shù 沭
6CAE jǔ,jù 沮
6CB1 tuó 沱
6CB3 hé 河
6CB4 lì 沴
6CB5 mǐ 沵
6CB8 fèi 沸
6CB9 yóu 油
6CBB zhì 治
6CBC zhǎo 沼
6CBD gū 沽
6CBE zhān 沾
6CBF yán,yàn 沿
6CC1 kuàng 況
6CC2 jiǒng 泂
6CC3 jū 泃
6CC4 xiè 泄
6CC5 qiú 泅
6CC6 yì 泆
6CC9 quán 泉
6CCA bó,pō 泊
6CCC bì,mì 泌
6CD0 lè 泐
6CD3 hóng 泓
6CD4 gān 泔
6CD5 fǎ 法
6CD6 mǎo 泖
6CD7 sì 泗
6CDA cǐ 泚
6CDB fàn 泛
6CDC zhī 泜
6CDD sù 泝
6CDE nìng 泞
6CE0 líng 泠
6CE1 pāo,pào 泡
6CE2 bō 波
6CE3 qì 泣
6CE5 ní,nì 泥
6CE8 zhù 注
6CEA lèi 泪
6CEB xuàn 泫
6CEE pàn 泮
6CEF mǐn 泯
6CF0 tài 泰
6CF1 yāng 泱
6CF3 yǒng 泳
6CF5 bèng 泵
6CF7 lóng,shuāng 泷
6CF8 lú 泸
6CFA luò,pō 泺
6CFB xiè 泻
6CFC pō 泼
6CFD zé 泽
6CFE jīng 泾
6D01 jié 洁
6D04 huí 洄
6D07 yīn 洇
6D08 wéi 洈
6D0B yáng 洋
6D0C liè 洌
6D0E jì 洎
6D0F ér 洏
6D11 fú,fù 洑
6D12 sǎ,xǐ 洒
6D17 xǐ,xiǎn 洗
6D19 zhū 洙
6D1A jiàng 洚
6D1B luò 洛
6D1E dòng 洞
6D1F tì 洟
6D23 mǐ 洣
6D25 jīn 津
6D27 wěi 洧
6D28 xiáo 洨
6D29 xiè 洩
6D2A hóng 洪
6D2B xù 洫
6D2D kuāng 洭
6D2E táo 洮
6D31 ěr 洱
6D32 zhōu 洲
6D33 rù 洳
6D34 píng 洴
6D35 xún 洵
6D36 xiōng 洶
6D38 guāng 洸
6D39 huán 洹
6D3A míng 洺
6D3B huó 活
6D3C wā 洼
6D3D qià 洽
6D3E pā,pài 派
6D3F wū 洿
6D41 liú 流
6D43 jiā 浃
6D45 jiān,qiǎn 浅
6D46 jiāng,jiàng 浆
6D47 jiāo 浇
6D48 zhēn 浈
6D49 shī 浉
6D4A zhuó 浊
6D4B cè 测
6D4D huì,kuài 浍
6D4E jǐ,jì 济
6D50 chǎn 浐
6D51 hún 浑
6D52 hǔ,xǔ 浒
6D53 nóng 浓
6D54 xún 浔
6D55 jìn 浕
6D59 zhè 浙
6D5A jùn,xùn 浚
6D5B hán 浛
6D5C bāng 浜
6D5E zhuó 浞
6D60 xī 浠
6D61 bó 浡
6D63 huàn 浣
6D65 yì 浥
6D66 pǔ 浦
6D69 hào 浩
6D6A làng 浪
6D6C hǎi,lǐ 浬
6D6E fú 浮
6D6F wú 浯
6D74 yù 浴
6D77 hǎi 海
6D78 jìn 浸
6D79 jiā 浹
6D7C měi 浼
6D82 tú 涂
6D85 niè 涅
6D87 jīng 涇
6D88 xiāo 消
6D89 shè 涉
6D8A niǎn 涊
6D8C chōng,yǒng 涌
6D8E xián 涎
6D90 é 涐
6D91 sù 涑
6D93 juān 涓
6D94 cén 涔
6D95 tì 涕
6D96 lì 涖
6D98 sì 涘
6D9B tāo 涛
6D9D lào 涝
6D9E lái 涞
6D9F lián 涟
6DA0 wéi 涠
6DA1 guō,wō 涡
6DA2 yún 涢
6DA3 huàn 涣
6DA4 dí 涤
6DA6 rùn 润
6DA7 jiàn 涧
6DA8 zhǎng,zhàng 涨
6DA9 sè 涩
6DAA fú 涪
6DAB guàn 涫
6DAE shuàn 涮
6DAF yá 涯
6DB2 yè 液
6DB4 wò,yuān 涴
6DB5 hán 涵
6DB8 hé 涸
6DBC liáng,liàng 涼
6DBF zhuō 涿
6DC0 diàn 淀
6DC4 zī 淄
6DC5 xī 淅
6DC6 xiáo 淆
6DC7 qí 淇
6DCA yān 淊
6DCB lín,lìn 淋
6DCC tǎng 淌
6DCF hào 淏
6DD1 shū 淑
6DD2 qī 淒
6DD6 nào 淖
6DD8 táo 淘
6DD9 cóng 淙
6DDA lèi 淚
6DDB zhè 淛
6DDD féi 淝
6DDE sōng 淞
6DDF tiǎn 淟
6DE0 pì 淠
6DE1 dàn 淡
6DE4 yū 淤
6DE6 gàn 淦
6DE8 jìng 淨
6DE9 líng 淩
6DEA lún 淪
6DEB yín 淫
6DEC cuì 淬
6DEE huái 淮
6DEF yù 淯
6DF1 shēn 深
6DF3 chún 淳
6DF4 hū 淴
6DF5 yuān 淵
6DF6 lái 淶
6DF7 hún,hùn 混
6DF9 yān 淹
6DFA jiān,qiǎn 淺
6DFB tiān 添
6DFC miǎo 淼
6E05 qīng 清
6E0A yuān 渊
6E0C lù 渌
6E0D zì 渍
6E0E dú 渎
6E10 jiān,jiàn 渐
6E11 miǎn,shéng 渑
6E14 yú 渔
6E16 shěn 渖
6E17 shèn 渗
6E1A zhǔ 渚
6E1B jiǎn 減
6E1D yú 渝
6E1F tíng 渟
6E20 qú 渠
6E21 dù 渡
6E23 zhā 渣
6E24 bó 渤
6E25 wò 渥
6E26 guō,wō 渦
6E29 wēn 温
6E2B xiè 渫
6E2D wèi 渭
6E2F gǎng 港
6E32 xuàn 渲
6E34 kě 渴
6E38 yóu 游
6E3A miǎo 渺
6E3C měi 渼
6E43 pài 湃
6E44 méi 湄
6E49 tián 湉
6E4A còu 湊
6E4B wéi 湋
6E4C cān 湌
6E4D tuān 湍
6E4E miǎn 湎
6E51 xū,xǔ 湑
6E53 pén 湓
6E54 jiān 湔
6E56 hú 湖
6E58 xiāng 湘
6E5B zhàn 湛
6E5C shí 湜
6E5D jiē 湝
6E5F huáng 湟
6E62 bì 湢
6E63 mǐn 湣
6E66 shēng 湦
6E67 yǒng 湧
6E68 jú 湨
6E6B jiǎo,qiū 湫
6E6E yān,yīn 湮
6E6F shāng,tāng 湯
6E72 yuán 湲
6E74 bàn 湴
6E7E wān 湾
6E7F shī 湿
6E83 huì,kuì 溃
6E85 jiān,jiàn 溅
6E86 xù 溆
6E87 lóu 溇
6E88 wéi 溈
6E89 gài 溉
6E8F táng 溏
6E90 yuán 源
6E96 zhǔn 準
6E98 kè 溘
6E9A tǎ 溚
6E9C liū,liù 溜
6E9D gōu 溝
6E9F míng 溟
6EA0 zhà 溠
6EA2 yì 溢
6EA5 pǔ 溥
6EA6 wēi 溦
6EA7 lì 溧
6EAA xī 溪
6EAE shī 溮
6EAF sù 溯
6EB1 qín,zhēn 溱
6EB2 sōu 溲
6EB4 xiù 溴
6EB5 yīn 溵
6EB6 róng 溶
6EB7 hùn 溷
6EBA nì,niào 溺
6EBB tā 溻
6EBC shī 溼
6EBD rù 溽
6EC0 chù,xù 滀
6EC1 chú 滁
6EC2 pāng 滂
6EC3 wēng,wěng 滃
6EC4 cāng 滄
6EC5 miè 滅
6EC6 gé 滆
6EC7 diān 滇
6EC8 hào 滈
6EC9 huàng 滉
6ECB zī 滋
6ECC dí 滌
6ECD zhì 滍
6ECE xíng,yíng 滎
6ECF fǔ 滏
6ED1 huá 滑
6ED3 zǐ 滓
6ED4 tāo 滔
6ED5 téng 滕
6ED7 bì 滗
6ED8 jiào 滘
6ED9 huì 滙
6EDA gǔn 滚
6EDE zhì 滞
6EDF yàn 滟
6EE0 shè 滠
6EE1 mǎn 满
6EE2 yíng 滢
6EE4 lǜ 滤
6EE5 làn 滥
6EE6 luán 滦
6EE8 bīn 滨
6EE9 tān 滩
6EEA yù 滪
6EEB xiǔ 滫
6EEC hù 滬
6EEE biāo 滮
6EEF zhì 滯
6EF2 shèn 滲
6EF4 dī 滴
6EF7 lǔ 滷
6EF9 hū 滹
6EFB chǎn 滻
6EFE gǔn 滾
6EFF mǎn 滿
6F02 piāo,piǎo,piào 漂
6F06 qī 漆
6F08 jì 漈
6F09 lù 漉
6F0A lóu 漊
6F0D guó 漍
6F0F lòu 漏
6F13 lí 漓
6F14 yǎn 演
6F15 cáo 漕
6F16 jiào 漖
6F18 chún 漘
6F19 tuán 漙
6F1A ōu,òu 漚
6F20 mò 漠
6F22 hàn 漢
6F24 lǎn 漤
6F26 chí 漦
6F29 xuán 漩
6F2A yī 漪
6F2B màn 漫
6F2D mǎng 漭
6F2F luò,tà 漯
6F31 shù 漱
6F32 zhǎng,zhàng 漲
6F33 zhāng 漳
6F36 huàn 漶
6F37 huǒ 漷
6F3B liáo 漻
6F3E yàng 漾
6F3F jiāng 漿
6F46 yíng 潆
6F47 xiāo 潇
6F4B liàn 潋
6F4D wéi 潍
6F4F yù 潏
6F51 pō 潑
6F53 huì 潓
6F54 jié 潔
6F55 wǔ 潕
6F56 pá 潖
6F58 pān 潘
6F59 wéi 潙
6F5B qián 潛
6F5C qián 潜
6F5E lù 潞
6F5F xì 潟
6F60 xùn 潠
6F62 huáng 潢
6F66 lǎo,liǎo 潦
6F6D tán 潭
6F6E cháo 潮
6F6F xún 潯
6F72 shào 潲
6F74 zhū 潴
6F75 sǎ 潵
6F77 bì 潷
6F78 shān 潸
6F7A chán 潺
6F7C tóng 潼
6F7D pū 潽
6F7F wéi 潿
6F80 sè 澀
6F81 sè 澁
6F82 chéng 澂
6F84 chéng,dèng 澄
6F86 jiāo 澆
6F87 lào 澇
6F88 chè 澈
6F89 gǎn 澉
6F8C sī 澌
6F8D shù 澍
6F8E pēng,péng 澎
6F90 yún 澐
6F92 hòng 澒
6F94 hào 澔
6F98 shān 澘
6F9C lán 澜
6FA0 miǎn,shéng 澠
6FA1 zǎo 澡
6FA3 huàn 澣
6FA4 zé 澤
6FA5 xiè 澥
6FA7 lǐ 澧
6FA8 shì 澨
6FAB wàn 澫
6FAE huì,kuài 澮
6FB1 diàn 澱
6FB3 ào 澳
6FB4 huán 澴
6FB6 chán 澶
6FB9 dàn,tán 澹
6FBC pì 澼
6FBD jù 澽
6FBE tà 澾
6FC0 jī 激
6FC1 zhuó 濁
6FC2 lián 濂
6FC3 nóng 濃
6FC7 sè 濇
6FC9 suī 濉
6FD1 lài 濑
6FD2 bīn 濒
6FD4 mǐ 濔
6FD5 shī 濕
6FD8 nìng 濘
6FDB méng 濛
6FDC jìn 濜
6FDE bì 濞
6FDF jǐ,jì 濟
6FE0 háo 濠
6FE1 rú 濡
6FE4 tāo 濤
6FEB làn 濫
6FEC jùn,xùn 濬
6FEE pú 濮
6FEF zhuó 濯
6FF1 bīn 濱
6FF6 kuò 濶
6FFA jiàn 濺
6FFC luò 濼
6FFE lǜ 濾
7005 yíng 瀅
7006 dú 瀆
7009 xiè 瀉
700B shěn 瀋
700C biāo 瀌
700D chán 瀍
700F liú 瀏
7011 bào,pù 瀑
7014 gǔ 瀔
7018 lú 瀘
701A hàn 瀚
701B yíng 瀛
701D lì 瀝
701F xiāo 瀟
7020 yíng 瀠
7023 xiè 瀣
7026 zhū 瀦
7027 lóng,shuāng 瀧
7030 mí 瀰
7035 fèn 瀵
7039 yuè 瀹
703C ráng,ràng 瀼
703D jiǎn 瀽
7043 fēng 灃
7044 shè 灄
704A qián 灊
704B fǎ 灋
704C guàn 灌
704F hào 灏
7051 sǎ 灑
7052 zàn 灒
7055 lí 灕
7058 tān 灘
705E bà 灞
7060 lǎn 灠
7063 wān 灣
7064 luán 灤
7067 yàn 灧
7068 gàn 灨
706B huǒ 火
706D miè 灭
706F dēng 灯
7070 huī 灰
7075 líng 灵
7076 zào 灶
7078 jiǔ 灸
707A xiè 灺
707C zhuó 灼
707D zāi 災
707E zāi 灾
707F càn 灿
7080 yáng 炀
7081 qì 炁
7085 guì,jiǒng 炅
7086 wén 炆
7089 lú 炉
708A chuī 炊
708E yán 炎
7092 chǎo 炒
7094 guì,quē 炔
7095 kàng 炕
7096 dùn 炖
7098 xīn 炘
7099 zhì 炙
709C wěi 炜
709D qiàng 炝
709F dá 炟
70A4 zhào 炤
70A7 xiè 炧
70AB xuàn 炫
70AC jù 炬
70AD tàn 炭
70AE bāo,páo,pào 炮
70AF jiǒng 炯
70B1 tái 炱
70B3 bǐng 炳
70B7 zhù 炷
70B8 zhá,zhà 炸
70B9 diǎn 点
70BA wéi,wèi 為
70BB shí 炻
70BC liàn 炼
70BD chì 炽
70C0 hū 烀
70C1 shuò 烁
70C2 làn 烂
70C3 tīng 烃
70C8 liè 烈
70CA yáng,yàng 烊
70CF wū,wù 烏
70D4 tóng 烔
70D6 zāi 烖
70D8 hōng 烘
70D9 lào,luò 烙
70DB zhú 烛
70DC xuǎn 烜
70DD zhēng 烝
70DF yān,yīn 烟
70E4 kǎo 烤
70E6 fán 烦
70E7 shāo 烧
70E8 yè 烨
70E9 huì 烩
70EB tàng 烫
70EC jìn 烬
70ED rè 热
70EF xī 烯
70F4 tīng 烴
70F7 wán 烷
70F9 pēng 烹
70FA lǎng 烺
70FD fēng 烽
7109 yān 焉
710A hàn 焊
710C jùn,qū 焌
7110 wù 焐
7113 hán 焓
7115 huàn 焕
7116 mèn 焖
7117 jú 焗
7118 dào,tāo 焘
7119 bèi 焙
711A fén 焚
711C kūn 焜
7120 cuì 焠
7121 mó,wú 無
7126 jiāo 焦
712B ruò 焫
712E xìn 焮
712F chāo,zhuō 焯
7130 yàn 焰
7131 yàn 焱
7136 rán 然
7145 duàn 煅
7147 huī 煇
7149 liàn 煉
714A xuān 煊
714C huáng 煌
714E jiān 煎
714F bì 煏
7152 wěi 煒
7156 nuǎn,xuān 煖
7157 nuǎn 煗
7159 yān 煙
715A jiǒng 煚
715C yù 煜
715E shā,shà 煞
7160 zhá 煠
7162 qióng 煢
7163 róu 煣
7164 méi 煤
7166 xù 煦
7167 zhào 照
7168 wēi 煨
716C yáng 煬
716E zhǔ 煮
7172 bāo 煲
7173 hú 煳
